id;name;dob;affiliation
8140;N__Müller;1974-12-10;University of Nebraska-Lincoln
9471;M__Lakshmana;1953-12-18;Chinese Academy of Sciences
8156;M__Pesonen;1992-08-03;Beijing Normal University
9487;S__Bicchi;1975-05-04;University of Nebraska-Lincoln
8157;F__Heyerdahl;1971-04-14;University of Guelph
9488;L__Fedeli;1961-01-31;Wuhan University
8154;A__Skulberg;1967-07-20;University of Kentucky
9485;M__Benelli;1995-01-02;Kansas State University
8155;M__Valberg;1982-05-11;Slovak University of Technology in Bratislava
9486;M__Betti;1979-04-25;Michigan State University
8158;F__Duprez;1981-10-20;Michigan State University
9489;Federico_Giannelli;1968-12-25;Chinese Academy of Sciences
8159;C__de_Terwangne;1996-01-26;Colorado State University
9480;M__Strohm;1986-11-02;University of Wisconsin-Madiso
8152;Maria_José_Pujalte_Jesús;1999-12-03;Colorado State University
9483;A__Viethen;1980-09-15;Oklahoma State University
8153;José_Luis_Díaz_Agea;1969-05-09;Stanford University
9484;M__Bartolucci;1979-07-29;University of Wisconsin-Madiso
8150;R__Melendreras_Ruiz;1972-07-08;University of Guelph
9481;C__Bernardo;1962-03-29;University of Kentucky
8151;Mireia_Alcázar_Artero;1952-08-26;University of Arkansas
9482;A__Lechleuthner;1971-02-14;Beijing Normal University
8167;R__Midez;1980-05-18;Wuhan University
9498;Sandro_Santini;1998-04-01;Colorado State University
8168;C__Fehlmann;1950-01-18;Kyoto University
9499;R__Carpi;1962-10-02;China Agricultural University
8165;S__Mashayekhi;1982-05-10;University of Illinois
9496;M__Trezzi;1961-05-16;Colorado State University
8166;X__Wittebole;1973-05-20;Oklahoma State University
9497;L__Mazzoni;1956-03-29;Oklahoma State University
8169;C__Marti;2002-04-14;University of Illinois
9490;D__Aquilini;1995-10-24;Chinese Academy of Sciences
8160;V__Bellemans;1952-05-14;University of Illinois
9491;A__Baldini;1949-09-30;University of Illinois
8163;A__Sorgente;1982-02-25;University of Kentucky
9494;P__Lotti;1992-02-18;University of Copenhagen
8164;G__Cuvelier;1972-03-02;University of Guelph
9495;L__Vannucchi;2001-01-18;Chinese Academy of Sciences
8161;W__Poncin;1969-07-14;Slovak University of Technology in Bratislava
9492;G__Consales;1961-07-21;University of Guelph
8162;G__Reychler;1964-09-07;University of Nebraska-Lincoln
9493;M__D__Di_Natale;1959-07-02;Oklahoma State University
8178;C__Christiansen;1964-09-19;University of Arkansas
8179;K__Rand;1969-05-20;University of Wisconsin-Madiso
8176;J__V__Andersen;1984-02-05;Colorado State University
8177;Morten_Bakkerud;1996-12-08;Michigan State University
8170;Robert_Larribau;1948-09-06;University of Kentucky
8171;Frédéric_Rouyer;1948-10-14;Kyoto University
8174;B__Gartner;1990-07-01;Oklahoma State University
8175;Kristin_Häikiö;1948-12-19;Chinese Academy of Sciences
8172;F__Boroli;1962-09-13;Oklahoma State University
8173;L__Suppan;1997-07-18;Colorado State University
8189;M__Javaherian;1995-05-06;University of Guelph
8187;V__Novakovic;1992-02-12;Slovak University of Technology in Bratislava
8188;Jialan_Shi;1984-06-13;Beijing Normal University
8181;Jyoti_Joshi;1973-12-13;Stanford University
8182;Unnikrishnan_Payyappalimana;2001-05-27;Colorado State University
8180;Trine_Staff;2002-07-14;University of Nebraska-Lincoln
8185;Xiaoming_Wu;1960-12-09;Kyoto University
8186;Haijiao_Jing;1984-08-19;Wuhan University
8183;Rammanohar_Puthiyedath;1955-09-22;University of Nebraska-Lincoln
8184;Mengqi_Xiang;1961-09-25;Michigan State University
5904;D__Waring;1972-05-07;University of Copenhagen
5905;O__Malik;1982-01-10;Kansas State University
5906;Weihong_Li;1970-02-07;Beijing Normal University
5907;Shimei_Wang;1953-07-13;Michigan State University
5908;Yan_zhen_Zhang;1956-04-25;Kansas State University
5909;Mareike_Simon;1982-03-16;Oklahoma State University
5900;P__Poli;1949-01-13;University of Wisconsin-Madiso
5901;P__Manzini;1983-03-17;Wuhan University
5902;Irene_Panisi;1991-08-03;University of Illinois
5903;Richard_L__Needham;2001-02-15;Kansas State University
8198;V__Gilissen;1987-04-21;University of Arkansas
8199;M__Koning;1952-05-14;University of Copenhagen
8192;M__Beigmohammadi;1962-10-16;Michigan State University
8193;Narges_Dabbaghipour;1979-02-23;University of Illinois
8190;A__Shadmehr;1972-03-06;Michigan State University
8191;A__Keshtkar;1976-05-22;Michigan State University
8196;Guido_M_Peters;1984-09-05;Beijing Normal University
8197;Roel_V_Peelen;1977-11-06;Stanford University
8194;A__Syed;1960-10-12;University of Copenhagen
8195;B__Attarbashi_Moghadam;1960-03-02;China Agricultural University
5915;Takao_Kubota;1961-07-02;Oklahoma State University
5916;I__Mizoguchi;1991-11-24;Chinese Academy of Sciences
5917;T__G__Bradley;1962-10-24;Stanford University
5918;Jae_Hyun_Park;1988-04-30;Slovak University of Technology in Bratislava
5919;Kiyoshi_Tai;1964-01-17;University of Wisconsin-Madiso
5910;Jörg_Schwarze;1972-12-20;Kansas State University
5911;Kazuo_Hayashi;1997-11-06;Chinese Academy of Sciences
5912;Arjun_Sachdeva;1959-04-21;Kansas State University
5913;Sadamasa_Saitoh;1949-01-22;University of Copenhagen
5914;Seung_Pyo_Lee;1982-12-03;Chinese Academy of Sciences
5926;W__Proffit;1951-11-25;Chinese Academy of Sciences
5927;B__Melsen;1984-03-07;University of Arkansas
5928;C__Burstone;1955-05-20;University of Kentucky
5929;S__Liebler;1987-04-09;Kansas State University
5920;M__Takagi;1981-11-26;Stanford University
5921;K__Miyajima;1990-02-23;University of Copenhagen
5922;Y__Kojima;1958-08-08;University of Wisconsin-Madiso
5923;B__Joo;1973-08-19;Beijing Normal University
5924;S__A__Ali;1979-04-28;Wuhan University
5925;Henno_Rainer_Miethke;1948-04-18;Slovak University of Technology in Bratislava
4606;D__Meffre;1994-10-01;University of Wisconsin-Madiso
5937;L__Contardo;1983-05-27;Kyoto University
4607;Giulia_Cristinziano;1999-05-30;Slovak University of Technology in Bratislava
5938;T__W__Kim;1959-10-09;Kansas State University
4608;F__Sapone;1984-10-27;University of Illinois
5939;N__Kravitz;1971-07-22;University of Wisconsin-Madiso
4609;Alex_Carrete;1991-01-14;University of Kentucky
5930;A__J__Goldberg;1963-06-20;Wuhan University
4600;P__Giacobini;1974-02-12;University of Wisconsin-Madiso
5931;M__Marklund;1955-10-27;Kansas State University
4601;P__Bovolenta;1960-09-18;Beijing Normal University
5932;P__Legrell;1969-12-14;China Agricultural University
4602;M__Studer;1970-11-25;Michigan State University
5933;Elena_Marcuzzi;1965-08-31;Oklahoma State University
4603;E__Chierto;1955-07-20;University of Wisconsin-Madiso
5934;G__Galassini;1953-04-28;University of Copenhagen
4604;A__Simon;1952-11-29;University of Illinois
5935;O__Procopio;1949-07-18;Colorado State University
4605;F__Castoldi;1970-07-28;Wuhan University
5936;A__Castaldo;1984-06-24;China Agricultural University
5950;T__Schleyer;1951-05-15;Chinese Academy of Sciences
4617;D__Cantarero_Prieto;2001-12-15;Kansas State University
5948;C__Shelton;1990-06-14;University of Arkansas
4618;C__Blázquez_Fernández;1961-05-13;Michigan State University
5949;K__Freeman;1949-05-16;Oklahoma State University
4619;Yufeng_Tian;1967-10-14;University of Guelph
5940;B__Kusnoto;1967-06-05;Michigan State University
4610;D__Borderie;1995-06-25;Oklahoma State University
5941;E__Begole;1966-09-11;Kansas State University
4611;F__Étienne;1980-10-12;Wuhan University
5942;A__Obrez;1987-07-30;Chinese Academy of Sciences
4612;F__Rannou;1975-06-08;Wuhan University
5943;Brent_Agran;1947-06-29;Slovak University of Technology in Bratislava
4613;B__Morrison;1976-12-23;Oklahoma State University
5944;R__Boyd;1968-09-07;University of Illinois
4614;C__Massaad;1955-09-06;University of Illinois
5945;A__Dibiase;1974-08-19;University of Nebraska-Lincoln
4615;M__Jafarian_Tehrani;1993-07-24;Beijing Normal University
5946;Daniel_A_Kuncio;1998-06-09;University of Wisconsin-Madiso
4616;Marta_Pascual_Sáez;1980-12-26;Kyoto University
5947;A__Maganzini;1948-10-30;Kyoto University
5960;R__Daltorio;1969-08-02;University of Illinois
4630;Jessica_Merulla;1968-07-10;Oklahoma State University
5961;G__Gleeson;1953-12-11;Slovak University of Technology in Bratislava
4628;D__Shinde;1962-04-29;China Agricultural University
5959;M__Paciorek;1962-03-01;Oklahoma State University
4629;R__Vazquez;1966-10-19;Stanford University
4620;Zhigang_Hu;1979-10-07;University of Wisconsin-Madiso
5951;T__Thyvalikakath;1995-10-06;Wuhan University
4621;Xinyu_Song;1972-01-16;University of Illinois
5952;Pat_Malatack;1960-01-02;Beijing Normal University
4622;Ailan_Yang;1992-08-15;University of Arkansas
5953;Michael_F__Marotta;1989-09-10;University of Arkansas
4623;O__Bramajo;1949-06-20;Wuhan University
5954;Tej_Shah;1956-01-10;Slovak University of Technology in Bratislava
4624;J__Beller;1960-10-30;University of Copenhagen
5955;Purin_Phanichphant;2000-04-22;University of Guelph
4625;T__Beer;1974-10-03;University of Arkansas
5956;Greg_Price;1990-03-24;University of Wisconsin-Madiso
4626;G__Civenni;1947-04-04;Stanford University
5957;Jason_I__Hong;1985-10-14;University of Copenhagen
4627;D__Albino;1975-12-06;Colorado State University
5958;A__Iacopino;1989-08-15;Kyoto University
5970;J__Tack;1967-05-19;University of Kentucky
4640;Shan_Yu;1954-06-30;Kyoto University
5971;E__Kuipers;1977-03-10;University of Arkansas
4641;Zhu_Wang;1972-07-02;University of Guelph
5972;D__Graham;1968-03-22;Michigan State University
3310;R__Andersen;1998-04-21;Slovak University of Technology in Bratislava
3307;U__Biswal;1967-09-18;Stanford University
4639;Yuliang_Wang;1981-01-08;China Agricultural University
3306;B__Biswal;1982-09-11;University of Illinois
3305;M__K__Raval;1953-05-03;University of Illinois
3304;L__S__Rath;1966-05-18;Wuhan University
3303;U__Woggon;1957-11-08;Michigan State University
3302;K__Lüdge;1965-07-06;University of Nebraska-Lincoln
3301;E__Schöll;1988-07-09;Oklahoma State University
3300;D__Bimberg;1955-05-24;Slovak University of Technology in Bratislava
4631;Aleksandra_Kokanovic;1989-11-17;University of Nebraska-Lincoln
5962;I__Mavromichalis;1964-02-05;Colorado State University
4632;S__Mapelli;1984-09-12;Michigan State University
5963;T__Zaramboukas;1991-07-06;University of Nebraska-Lincoln
4633;G__Carbone;1957-07-11;University of Guelph
5964;Timothy_N_Archampong;1983-05-15;Wuhan University
4634;C__Catapano;1980-09-28;Kansas State University
5965;R__Asmah;1950-10-04;Slovak University of Technology in Bratislava
4635;E__Castellón;1947-08-10;University of Illinois
5966;E__Wiredu;1987-12-27;University of Illinois
4636;Sebastián_Indo;2000-04-06;Oklahoma State University
5967;R__Gyasi;1949-10-07;University of Kentucky
3309;J__Čatský;2001-02-19;University of Kentucky
4637;H__Contreras;1980-04-30;University of Wisconsin-Madiso
5968;K__Nkrumah;1961-07-19;University of Illinois
3308;Z__Šesták;1989-10-18;Wuhan University
4638;Weijie_Gao;1990-09-19;Kyoto University
5969;K__Sugano;1994-12-19;Chinese Academy of Sciences
5980;U__Ijoma;1994-06-09;University of Arkansas
4650;Subhiksha_Nandakumar;1997-03-29;Kyoto University
5981;O__Obienu;1956-12-02;China Agricultural University
4651;Lina_E__Jehane;1983-01-02;University of Nebraska-Lincoln
5982;G__Anigbo;1955-06-05;Kyoto University
4652;R__Koche;1955-07-11;China Agricultural University
5983;O__Okafor;1975-10-03;Wuhan University
3321;Chi_Chun_Huang;1960-07-25;University of Guelph
3320;Benjamin_Groth;1965-06-08;University of Illinois
3318;J__Hedrick;1983-09-26;Chinese Academy of Sciences
3317;L__Albizati;1981-12-23;China Agricultural University
3316;J__François;1981-09-16;China Agricultural University
3315;E__Talla;2001-09-30;Beijing Normal University
3314;M__Ghislain;1949-09-12;Kyoto University
3313;M__Bernheim;1970-08-09;University of Arkansas
3312;H__C__Pedersen;1986-10-22;Beijing Normal University
3311;B__Sæther;1972-10-27;Wuhan University
4642;Taiyang_Ma;1976-09-08;Chinese Academy of Sciences
5973;E__El_Omar;1965-02-03;University of Guelph
4643;A__Chan;2002-03-18;Colorado State University
5974;S__Miura;1956-02-06;Chinese Academy of Sciences
4644;P__Chiu;1984-11-12;Michigan State University
5975;K__Haruma;1967-04-13;Kansas State University
4645;C__Ng;1998-11-08;University of Illinois
5976;M__Asaka;1982-08-24;University of Copenhagen
4646;Dinglan_Wu;1970-03-10;University of Nebraska-Lincoln
5977;N__Uemura;1971-01-17;Wuhan University
4647;F__Chan;1960-11-24;Kyoto University
5978;P__Malfertheiner;2002-03-04;Oklahoma State University
4648;Ying_Z__Mazzu;1953-11-19;Chinese Academy of Sciences
5979;S__Nwokediuko;1992-09-08;Slovak University of Technology in Bratislava
3319;P__Hochstein;1965-10-28;China Agricultural University
4649;Yueyu_Liao;1993-07-04;Oklahoma State University
5990;F__Chang;1968-03-19;University of Copenhagen
4660;A__Gopalan;1959-09-10;University of Guelph
5991;M__Hongo;1981-04-23;Oklahoma State University
4661;Yu_Chen;1985-03-28;University of Nebraska-Lincoln
5992;X__Hou;1954-06-07;University of Arkansas
4662;P__Kantoff;1979-10-29;University of Illinois
5993;U__Kachintorn;1978-02-17;University of Copenhagen
4663;Catarina_Macedo_Silva;2000-03-31;Kansas State University
5994;M__Ke;2001-02-17;Beijing Normal University
2001;J__Reis;1963-02-16;Colorado State University
3332;R__Foschino;1958-08-01;Wuhan University
2000;A__Woerner;1998-10-21;University of Arkansas
3331;R__Paroni;1984-02-19;Stanford University
3330;M__Iriti;1974-04-24;Stanford University
3329;Antonella_Laganaro;1978-01-31;University of Kentucky
3328;S__Vitalini;1988-10-20;Colorado State University
3327;I__Vigentini;1978-07-05;China Agricultural University
3326;M__Dei_Cas;1980-10-20;China Agricultural University
3325;W__Huh;1971-07-18;University of Wisconsin-Madiso
3324;Suji_Hong;1974-01-17;University of Wisconsin-Madiso
3323;Padmaja_Venkatakrishnan;1972-03-31;Oklahoma State University
3322;Su_Ju_Lin;1961-04-26;Michigan State University
4653;Sai_Harisha_Rajanala;1966-01-05;Oklahoma State University
5984;H__Miwa;1967-07-12;Kansas State University
4654;Ruifang_Li;1974-05-28;University of Copenhagen
5985;U__Ghoshal;1997-07-08;Chinese Academy of Sciences
4655;HuiYong_Zhao;1983-06-28;China Agricultural University
5986;K__Fock;1966-12-12;Slovak University of Technology in Bratislava
4656;T__Gerke;1992-04-29;University of Wisconsin-Madiso
5987;S__Gonlachanvit;1947-11-17;University of Nebraska-Lincoln
4657;G__Chakraborty;1966-06-30;Beijing Normal University
5988;K__Gwee;1966-09-19;University of Kentucky
4658;G__Lee;1952-09-08;University of Nebraska-Lincoln
5989;T__Ang;1953-03-21;University of Arkansas
4659;G__Nanjangud;1965-02-06;Michigan State University
4670;M__Canta;1959-06-11;University of Guelph
4671;C__Fornaguera;2000-08-07;Chinese Academy of Sciences
4672;S__Borrós;1958-02-09;Beijing Normal University
4673;V__Cauda;1962-07-29;University of Kentucky
4674;Jingyuan_Li;1991-05-18;China Agricultural University
2012;M__Chegondi;1962-04-19;University of Copenhagen
3343;R__Durán;1951-04-09;University of Arkansas
2011;D__S__Karhade;1992-12-07;Chinese Academy of Sciences
3342;Leonardo_Santos;1958-01-04;Slovak University of Technology in Bratislava
2010;V__Allareddy;1983-12-22;Kyoto University
3341;M__Machado;1954-12-24;Slovak University of Technology in Bratislava
3340;Mariana_Bresque;1960-07-23;University of Nebraska-Lincoln
2009;Elizabeth_Espinoza;1985-08-07;Michigan State University
2008;Jodi_Bloxham;1980-12-05;Stanford University
3339;M__Carreño;1957-05-08;Oklahoma State University
2007;Sonali_Ramesh;1965-10-13;Kansas State University
3338;A__Verreault;1961-11-08;Chinese Academy of Sciences
2006;D__Hodge;1983-09-26;Kyoto University
3337;C__Brenner;1970-01-02;Oklahoma State University
2005;Aditya_Badheka;1974-02-20;Chinese Academy of Sciences
3336;É__Bonneil;1987-04-19;China Agricultural University
2004;E__Monroe;1977-07-13;Slovak University of Technology in Bratislava
3335;M__Schmidt;1990-11-11;Kyoto University
2003;D__Shin;2002-04-06;University of Guelph
3334;Sarah_Tsao;1988-02-02;Chinese Academy of Sciences
2002;G__Shivaram;1950-02-08;Chinese Academy of Sciences
3333;Rahul_Ghugari;1987-12-23;Stanford University
4664;R__Benedetti;1976-10-22;Kansas State University
5995;K__Lai;1978-12-30;Chinese Academy of Sciences
4665;F__Ciardiello;1968-12-29;University of Copenhagen
5996;Kwang_Jae_Lee;1958-04-14;University of Nebraska-Lincoln
4666;S__Cappabianca;1993-10-21;Kansas State University
5997;Ching‐Liang_Lu;1971-12-25;Beijing Normal University
4667;C__Jerónimo;1993-04-16;Oklahoma State University
5998;S__Mahadeva;1990-02-22;University of Nebraska-Lincoln
4668;L__Altucci;1972-04-23;University of Nebraska-Lincoln
5999;Hyojin_Park;1956-05-09;University of Kentucky
4669;Carla_Giacobino;1986-11-19;University of Copenhagen
4680;Ting_Ye;1987-11-16;University of Copenhagen
4681;Changming_Liu;1982-11-30;University of Arkansas
4682;Mingxiong_Sheng;1981-11-28;Stanford University
4683;Liheng_Lin;1974-06-04;Beijing Normal University
4684;Hui_zhang_Li;1995-07-22;China Agricultural University
4685;Shanming_Guo;1982-07-30;Colorado State University
2023;Alessia_Pancaldi;1990-06-18;University of Copenhagen
3354;Joo_Young_Lim;1977-03-20;University of Guelph
2022;Debora_Botta;1956-11-24;University of Kentucky
3353;June_Sik_Kim;1999-10-03;University of Arkansas
2021;L__Sidro;1961-11-23;University of Illinois
3352;Christol_James_Theoga_Raj;1956-09-25;Colorado State University
2020;F__Carraro;1995-01-23;Beijing Normal University
3351;Guimin_Zhang;1999-05-28;Stanford University
3350;Y__Gan;1954-04-15;Beijing Normal University
2019;C__Badino;1988-11-09;China Agricultural University
2018;A__Bergadano;1979-12-01;University of Kentucky
3349;Pan_Wu;1968-09-21;Michigan State University
2017;M__Cellini;2000-03-08;Slovak University of Technology in Bratislava
3348;Jing_Xuan_Zhang;1973-02-17;Colorado State University
2016;Yong_Hee_Lee;1980-11-13;University of Illinois
3347;Chuang_Yan;1958-04-09;Kansas State University
2015;Min_Sung_Lee;1958-12-08;University of Arkansas
3346;A__Denicola;1992-09-13;Oklahoma State University
2014;Ki_Hong_Kim;1992-09-06;University of Wisconsin-Madiso
3345;C__Escande;1954-03-05;Chinese Academy of Sciences
2013;V__Allareddy;1960-04-11;University of Guelph
3344;Dario_A__Vitturi;1959-01-07;Oklahoma State University
4675;Jianyu_Wang;1958-01-03;Chinese Academy of Sciences
4676;D__Xie;1986-03-11;University of Guelph
4677;Qin_Pei;1956-10-06;University of Guelph
4678;Xue_Wan;1978-02-05;Stanford University
4679;H__Xing;1990-04-02;Kansas State University
4690;Moe_Ishihara;1975-07-09;University of Copenhagen
4691;A__Chin;1951-01-12;Slovak University of Technology in Bratislava
4692;Lily_Wu;1985-05-11;Beijing Normal University
4693;Christina_K__Cajigas_Du_Ross;2000-09-25;Kyoto University
4694;Shannalee_R__Martinez;1997-06-06;China Agricultural University
4695;Leanne_Woods_Burnham;1958-06-27;University of Nebraska-Lincoln
4696;A__Durán;1981-08-18;University of Kentucky
2034;M__Leone;1998-01-25;University of Kentucky
3365;Masak_Takaine;1991-06-08;Beijing Normal University
2033;E__Desruennes;1957-01-26;Oklahoma State University
3364;R__Chaleckis;1975-12-15;University of Wisconsin-Madiso
2032;J__Dellamonica;1975-10-20;University of Kentucky
3363;Kazuto_Ohashi;1993-02-17;China Agricultural University
2031;M__Darmon;1947-12-11;Michigan State University
3362;B__Phinney;1955-06-02;Slovak University of Technology in Bratislava
2030;S__Calvino_Gunther;1973-08-06;University of Illinois
3361;M__Salemi;1961-12-05;Kansas State University
3360;Trevor_Croft;1960-03-06;Oklahoma State University
2029;L__Bernard;1998-05-30;University of Guelph
2028;J__Baleine;1959-09-09;University of Wisconsin-Madiso
3359;J__Huh;1964-03-23;Slovak University of Technology in Bratislava
2027;J__Timsit;1981-03-05;University of Wisconsin-Madiso
3358;W__Kim;1995-01-25;University of Arkansas
2026;S__Cesaro;2002-11-06;Colorado State University
3357;S__Yoo;1978-10-18;University of Nebraska-Lincoln
2025;Federica_Pitta;1970-11-25;Slovak University of Technology in Bratislava
3356;Beom_Gi_Kim;1966-11-05;Kyoto University
2024;F__Rossetti;1958-01-20;University of Wisconsin-Madiso
3355;Hosub_Shin;1975-11-21;University of Wisconsin-Madiso
4686;Jiabin_Zhang;1975-01-10;China Agricultural University
4687;Guang_peng_Chen;1967-12-12;Kyoto University
4688;Huihong_Chen;1985-05-03;University of Copenhagen
4689;Junhui_Hu;1992-07-02;Beijing Normal University
2045;M__Slama;1964-04-28;Oklahoma State University
3376;P__Chotchuang;1986-10-08;University of Arkansas
2044;M__Schmidt;1949-12-28;Kansas State University
3375;Sathidaphorn_Sungwallek;1997-12-18;Slovak University of Technology in Bratislava
2043;A__Roch;1997-11-06;University of Illinois
3374;Hironori_Taniguchi;1959-02-07;Stanford University
2042;J__Quenot;1985-08-17;University of Nebraska-Lincoln
3373;Á__Sánchez_Ferrer;1997-08-01;Michigan State University
2041;J__Parienti;1969-06-06;University of Copenhagen
3372;H__Takami;1971-07-11;Chinese Academy of Sciences
2040;B__Misset;1976-07-23;University of Nebraska-Lincoln
3371;J__Cabanes;1974-06-09;Michigan State University
3370;A__García_Saura;1975-05-21;Slovak University of Technology in Bratislava
2039;O__Mimoz;1954-08-07;University of Illinois
2038;Z__Merchaoui;1995-01-03;Kyoto University
3369;A__Martínez_Moñino;1958-05-27;Chinese Academy of Sciences
2037;J__Lucet;1957-11-22;Colorado State University
3368;R__Zapata_Pérez;1959-11-09;Oklahoma State University
2036;O__Leroy;1979-08-12;Chinese Academy of Sciences
3367;S__Yoshida;1959-02-14;University of Wisconsin-Madiso
2035;A__Lepape;1990-09-24;Beijing Normal University
3366;C__Wheelock;1974-01-08;University of Arkansas
4697;Sourav_Roy;1963-04-29;Slovak University of Technology in Bratislava
4698;Anamika_Basu;1984-03-02;University of Guelph
4699;Joshua_A__Ramirez;1958-11-29;University of Illinois
2056;Mariam_A__Al_Ansari;1956-08-16;Colorado State University
3387;H__Bergler;1947-08-26;Stanford University
2055;Faisal_A__Al_Moaiqel;1999-07-18;University of Illinois
3386;G__Zisser;1982-11-11;Oklahoma State University
2054;Bader_A__Al_Yahya;1949-09-25;Michigan State University
3385;Wei_Liu;1971-03-09;Chinese Academy of Sciences
2053;Mohammed_A__Malabarey;1952-03-11;University of Kentucky
3384;Dimitris_Kyriakou;2002-06-26;Stanford University
2052;Reema_M__Al_Hussein;1951-04-12;Beijing Normal University
3383;J__Oppelt;1957-02-21;Oklahoma State University
2051;Z__A__Aseri;2001-05-04;University of Nebraska-Lincoln
3382;E__Stavrou;1986-02-15;University of Nebraska-Lincoln
2050;V__Maxime;1987-07-30;China Agricultural University
3381;Christis_Demosthenous;1948-12-16;Beijing Normal University
3380;Vassia_Schiza;1950-07-07;University of Guelph
2049;Laetitia_Bodet_Contentin;2002-12-14;China Agricultural University
2048;W__Zingg;1949-12-09;University of Copenhagen
3379;Diego_Molina_Serrano;1951-09-28;Chinese Academy of Sciences
2047;J__Zahar;1975-05-21;Beijing Normal University
3378;K__Honda;2000-05-11;Slovak University of Technology in Bratislava
2046;B__Souweine;1959-10-03;University of Illinois
3377;K__Okano;2000-05-14;Stanford University
3390;B__Poljšak;1990-01-23;University of Illinois
2067;J__Jaffray;1976-10-14;Chinese Academy of Sciences
3398;Xin_Xu;1987-03-21;Kyoto University
2066;J__Jacobs;1998-09-19;Slovak University of Technology in Bratislava
3397;A__Wang;1975-11-28;University of Nebraska-Lincoln
2065;Beth_Gore;2002-09-02;University of Copenhagen
3396;Cindy_Carvajal;1952-02-11;University of Nebraska-Lincoln
2064;E__V__Faustino;1990-01-31;Chinese Academy of Sciences
3395;A__Antia;1970-11-17;University of Arkansas
2063;D__Doellman;1985-12-21;Stanford University
3394;A__Salas;1993-02-22;Slovak University of Technology in Bratislava
2062;R__Aiyagari;1999-05-16;Chinese Academy of Sciences
3393;Wei_Sun;1975-11-17;University of Guelph
2061;E__Brown;1979-09-05;University of Kentucky
3392;Yoon_Dong_Park;1958-07-05;Colorado State University
2060;S__Bernstein;1963-10-04;Slovak University of Technology in Bratislava
3391;I__Milisav;2000-01-26;Chinese Academy of Sciences
2059;A__Ullman;1989-06-20;University of Copenhagen
2058;Jesse_Wenger;1996-05-23;University of Guelph
3389;A__Kirmizis;1963-02-12;Wuhan University
2057;Khaled_Alrajhi;1989-04-12;Oklahoma State University
3388;Weiwei_Dang;1962-12-09;Chinese Academy of Sciences
2070;C__McBride;1995-05-25;Colorado State University
2078;D__Cooper;1959-05-25;University of Arkansas
2077;J__Wolf;1969-09-13;Slovak University of Technology in Bratislava
2076;M__Stranz;1993-03-29;Kyoto University
2075;Erin_E_Shaughnessy;1962-08-20;University of Arkansas
2074;D__Rivard;1955-09-12;Kyoto University
2073;E__Prentice;1962-05-02;University of Kentucky
2072;Stephanie_Pitts;1983-08-25;China Agricultural University
2071;Kayce_Morton;1958-11-02;Chinese Academy of Sciences
2069;P__Mahajan;1961-04-09;Kansas State University
2068;T__Kleidon;1967-09-30;Wuhan University
3399;Z__Meng;1987-11-28;Wuhan University
2081;V__Chopra;1968-06-06;University of Nebraska-Lincoln
2080;C__Rickard;1976-07-13;University of Guelph
2089;E__Graham;1974-01-10;University of Arkansas
2088;H__Desena;1985-05-22;University of Wisconsin-Madiso
2087;Wenying_Zhang;1947-11-20;Wuhan University
2086;Janet_E__Donohue;1954-11-10;Stanford University
2085;M__Banerjee;1993-12-07;Kansas State University
2084;M__Gaies;2001-07-04;University of Illinois
2083;L__M__DiPietro;1957-06-06;University of Wisconsin-Madiso
2082;R__Paterson;1988-12-14;University of Guelph
2079;Marie_Cooke;1955-12-11;Colorado State University
2092;P__Prodhan;1984-02-29;University of Guelph
2091;M__Moga;1980-10-23;Oklahoma State University
2090;J__Sasaki;1997-09-24;Chinese Academy of Sciences
2099;Divyaswathi_Citla_Sridhar;1983-10-06;University of Guelph
2098;T__Aydın;2000-07-16;University of Copenhagen
2097;Miray_Turgut;1960-07-22;University of Kentucky
2096;O__Balaban;1968-01-23;Kyoto University
2095;T__Pettitt;1975-05-20;University of Illinois
2094;S__Tabbutt;1990-04-27;Chinese Academy of Sciences
2093;S__Goldstein;1980-06-08;Wuhan University
9502;M__Mascalchi;1953-07-17;University of Illinois
9503;G__Allescia;1998-01-24;Chinese Academy of Sciences
9500;D__Matarrese;1962-11-14;Beijing Normal University
9501;L__Bernardi;1982-07-31;University of Wisconsin-Madiso
9510;V__Miele;1958-04-20;University of Copenhagen
9513;A__Viviani;1957-05-16;Colorado State University
9514;Chiara_Zini;1985-08-30;University of Wisconsin-Madiso
9511;C__Pozzessere;1952-08-28;Kyoto University
9512;A__Taddeucci;1980-08-04;Kansas State University
9506;E__Cavigli;1968-05-01;Slovak University of Technology in Bratislava
9507;D__Cozzi;1956-11-12;Chinese Academy of Sciences
9504;S__Busoni;1984-02-15;University of Wisconsin-Madiso
9505;A__Bindi;1960-02-02;Beijing Normal University
9508;G__Dedola;1982-11-26;Stanford University
9509;S__Mazzocchi;1981-07-08;Stanford University
9520;Patrick_Stais;1995-07-14;University of Wisconsin-Madiso
9521;D__Köhler;2002-01-04;Oklahoma State University
9524;Michael_R_Hamblin;1992-09-13;University of Copenhagen
9525;N__Rezaei;1966-11-11;University of Kentucky
9522;D__Dellweg;1978-04-11;Oklahoma State University
9523;Azadehsadat_Razavi;1986-01-10;China Agricultural University
9517;M__Dauri;1950-12-26;Chinese Academy of Sciences
9518;D__ODonnell;1967-07-23;University of Wisconsin-Madiso
9515;J__Ora;1989-11-14;Beijing Normal University
9516;P__Rogliani;1990-12-01;University of Copenhagen
9519;T__Voshaar;1984-05-06;University of Kentucky
